review_id,product_id,date,rating,sentiment,platform,comment,sentiment_original,is_template,comment_category,brand,type,base_price,launch_date,product_age_days,review_year,review_month,review_day_of_week,price_tier,platform_avg_rating,total_marketing_spend,avg_engagement_rate,num_campaigns,channel_diversity,primary_channel,avg_rating,positive_ratio
R103753,PC006,2025-04-06,1.2,Negative,Shopee,"Harumnya tahan lama, suka banget!",Negative,True,scent_positive,Dove,Shampoo,36000,2022-01-25,1167,2025,4,6,high,3.015873015873016,0.0,,0.0,0.0,,3.005,0.265
R103754,PC014,2025-05-04,3.9,Neutral,Official Store,"Packaging bocor saat diterima, kurang aman.",Neutral,True,packaging_issue,Dove,Body Wash,38000,2024-06-01,337,2025,5,6,high,3.027048192771084,0.0,,0.0,0.0,,3.135,0.251
R103755,PC001,2025-03-05,1.4,Negative,Official Store,Wangi terlalu kuat untuk saya.,Negative,True,scent_complaint,Sunsilk,Shampoo,32000,2020-02-15,1845,2025,3,2,medium,3.027048192771084,717751350.0,0.422,1.0,1.0,Instagram,3.018,0.267
R103756,PC001,2024-03-29,3.9,Neutral,Tokopedia,"Harumnya tahan lama, suka banget!",Neutral,True,scent_positive,Sunsilk,Shampoo,32000,2020-02-15,1504,2024,3,4,medium,2.9518496058217103,717751350.0,0.422,1.0,1.0,Instagram,3.018,0.267
R103757,PC011,2022-05-29,1.8,Negative,Shopee,"Harga sesuai, kualitas oke.",Negative,True,value_neutral,Ponds,Facial Foam,35000,2022-04-10,49,2022,5,6,medium,3.015873015873016,1605983573.0,0.327,2.0,2.0,Instagram,2.991,0.229
R103760,PC007,2025-09-29,1.9,Negative,Official Store,Kemasan baru lebih ramah lingkungan.,Negative,True,eco_friendly,Rexona,Deodorant,40000,2022-06-02,1215,2025,9,0,high,3.027048192771084,0.0,,0.0,0.0,,2.928,0.242
R103761,PC006,2025-02-13,1.6,Negative,Instagram,"Packaging bocor saat diterima, kurang aman.",Negative,True,packaging_issue,Dove,Shampoo,36000,2022-01-25,1115,2025,2,3,high,2.959691358024691,0.0,,0.0,0.0,,3.005,0.265
R103763,PC012,2021-11-23,2.9,Neutral,Official Store,"Mudah dibeli saat promo, value for money.",Negative,True,value_positive,Vaseline,Lotion,30000,2021-08-05,110,2021,11,1,medium,3.027048192771084,903018958.0,0.086,1.0,1.0,Instagram,2.963,0.224
R103766,PC009,2021-01-08,1.0,Negative,Instagram,"Mudah dibeli saat promo, value for money.",Negative,True,value_positive,Clear,Shampoo,34000,2020-09-20,110,2021,1,4,medium,2.959691358024691,0.0,,0.0,0.0,,3.111,0.3
R103767,PC012,2024-12-12,4.9,Positive,Instagram,"Packaging bocor saat diterima, kurang aman.",Positive,True,packaging_issue,Vaseline,Lotion,30000,2021-08-05,1225,2024,12,3,medium,2.959691358024691,903018958.0,0.086,1.0,1.0,Instagram,2.963,0.224
R103768,PC001,2022-10-02,2.6,Neutral,Instagram,"Harga sesuai, kualitas oke.",Negative,True,value_neutral,Sunsilk,Shampoo,32000,2020-02-15,960,2022,10,6,medium,2.959691358024691,717751350.0,0.422,1.0,1.0,Instagram,3.018,0.267
R103769,PC004,2022-03-01,1.2,Negative,Shopee,"Mudah dibeli saat promo, value for money.",Negative,True,value_positive,Lifebuoy,Handwash,25000,2021-05-01,304,2022,3,1,low,3.015873015873016,2191606037.0,0.24366666666666667,3.0,3.0,TV,2.994,0.257
R103770,PC001,2021-03-12,2.9,Neutral,Shopee,"Harga sesuai, kualitas oke.",Negative,True,value_neutral,Sunsilk,Shampoo,32000,2020-02-15,391,2021,3,4,medium,3.015873015873016,717751350.0,0.422,1.0,1.0,Instagram,3.018,0.267
R103771,PC015,2024-06-23,4.5,Positive,Shopee,"Harga sesuai, kualitas oke.",Positive,True,value_neutral,Lifebuoy,Sanitizer,18000,2020-12-01,1300,2024,6,6,low,3.015873015873016,1440970483.0,0.573,2.0,2.0,Influencer,3.017,0.269
R103773,PC013,2024-06-29,5.0,Positive,Official Store,Kemasan baru lebih ramah lingkungan.,Positive,True,eco_friendly,Sunsilk,Shampoo,32000,2024-01-15,166,2024,6,5,medium,3.027048192771084,0.0,,0.0,0.0,,3.03,0.258
R103774,PC013,2024-06-30,1.4,Negative,Shopee,Wangi terlalu kuat untuk saya.,Negative,True,scent_complaint,Sunsilk,Shampoo,32000,2024-01-15,167,2024,6,6,medium,3.015873015873016,0.0,,0.0,0.0,,3.03,0.258
R103776,PC010,2025-02-02,3.4,Neutral,Instagram,"Packaging bocor saat diterima, kurang aman.",Neutral,True,packaging_issue,Love Beauty & Planet,Shampoo,42000,2023-03-18,687,2025,2,6,high,2.959691358024691,1049223410.0,0.219,1.0,1.0,Instagram,2.883,0.219
R103777,PC008,2024-01-22,3.4,Neutral,Official Store,Memberikan hasil sesuai klaim after 2 weeks.,Neutral,True,effectiveness,Rexona,Deodorant,28000,2023-02-14,342,2024,1,0,medium,3.027048192771084,0.0,,0.0,0.0,,2.928,0.252
R103779,PC005,2025-08-21,4.6,Positive,Official Store,Kemasan baru lebih ramah lingkungan.,Positive,True,eco_friendly,Dove,Lotion,35000,2021-11-12,1378,2025,8,3,medium,3.027048192771084,0.0,,0.0,0.0,,2.971,0.263
R103780,PC013,2024-07-12,2.8,Neutral,Tokopedia,Wangi terlalu kuat untuk saya.,Negative,True,scent_complaint,Sunsilk,Shampoo,32000,2024-01-15,179,2024,7,4,medium,2.9518496058217103,0.0,,0.0,0.0,,3.03,0.258
R103781,PC005,2024-01-22,1.4,Negative,Tokopedia,Memberikan hasil sesuai klaim after 2 weeks.,Negative,True,effectiveness,Dove,Lotion,35000,2021-11-12,801,2024,1,0,medium,2.9518496058217103,0.0,,0.0,0.0,,2.971,0.263
R103782,PC015,2023-05-11,3.6,Neutral,Official Store,"Mudah dibeli saat promo, value for money.",Neutral,True,value_positive,Lifebuoy,Sanitizer,18000,2020-12-01,891,2023,5,3,low,3.027048192771084,1440970483.0,0.573,2.0,2.0,Influencer,3.017,0.269
R103783,PC002,2022-01-12,3.0,Neutral,Shopee,"Mudah dibeli saat promo, value for money.",Neutral,True,value_positive,Sunsilk,Conditioner,33000,2020-06-10,581,2022,1,2,medium,3.015873015873016,2323185153.0,0.322,2.0,2.0,YouTube,2.927,0.253
R103786,PC012,2022-05-17,1.8,Negative,Instagram,"Packaging bocor saat diterima, kurang aman.",Negative,True,packaging_issue,Vaseline,Lotion,30000,2021-08-05,285,2022,5,1,medium,2.959691358024691,903018958.0,0.086,1.0,1.0,Instagram,2.963,0.224
R103791,PC012,2023-09-16,1.5,Negative,Official Store,Wangi terlalu kuat untuk saya.,Negative,True,scent_complaint,Vaseline,Lotion,30000,2021-08-05,772,2023,9,5,medium,3.027048192771084,903018958.0,0.086,1.0,1.0,Instagram,2.963,0.224
R103793,PC002,2025-01-30,3.0,Neutral,Shopee,"Kurang cocok di kulit saya, agak kering.",Neutral,True,skin_reaction,Sunsilk,Conditioner,33000,2020-06-10,1695,2025,1,3,medium,3.015873015873016,2323185153.0,0.322,2.0,2.0,YouTube,2.927,0.253
R103795,PC008,2024-10-13,3.0,Neutral,Official Store,"Harumnya tahan lama, suka banget!",Neutral,True,scent_positive,Rexona,Deodorant,28000,2023-02-14,607,2024,10,6,medium,3.027048192771084,0.0,,0.0,0.0,,2.928,0.252
R103797,PC015,2025-09-14,2.2,Negative,Instagram,Wangi terlalu kuat untuk saya.,Negative,True,scent_complaint,Lifebuoy,Sanitizer,18000,2020-12-01,1748,2025,9,6,low,2.959691358024691,1440970483.0,0.573,2.0,2.0,Influencer,3.017,0.269
R103798,PC015,2024-07-20,1.3,Negative,Official Store,"Harumnya tahan lama, suka banget!",Negative,True,scent_positive,Lifebuoy,Sanitizer,18000,2020-12-01,1327,2024,7,5,low,3.027048192771084,1440970483.0,0.573,2.0,2.0,Influencer,3.017,0.269
R103799,PC011,2023-01-03,2.9,Neutral,Instagram,"Kurang cocok di kulit saya, agak kering.",Negative,True,skin_reaction,Ponds,Facial Foam,35000,2022-04-10,268,2023,1,1,medium,2.959691358024691,1605983573.0,0.327,2.0,2.0,Instagram,2.991,0.229
R103800,PC015,2025-05-12,4.9,Positive,Instagram,Memberikan hasil sesuai klaim after 2 weeks.,Positive,True,effectiveness,Lifebuoy,Sanitizer,18000,2020-12-01,1623,2025,5,0,low,2.959691358024691,1440970483.0,0.573,2.0,2.0,Influencer,3.017,0.269
R103803,PC011,2024-09-27,2.3,Negative,Tokopedia,Memberikan hasil sesuai klaim after 2 weeks.,Negative,True,effectiveness,Ponds,Facial Foam,35000,2022-04-10,901,2024,9,4,medium,2.9518496058217103,1605983573.0,0.327,2.0,2.0,Instagram,2.991,0.229
R103805,PC004,2025-09-14,4.8,Positive,Instagram,Wangi terlalu kuat untuk saya.,Positive,True,scent_complaint,Lifebuoy,Handwash,25000,2021-05-01,1597,2025,9,6,low,2.959691358024691,2191606037.0,0.24366666666666667,3.0,3.0,TV,2.994,0.257
R103810,PC015,2023-12-16,3.6,Neutral,Official Store,"Packaging bocor saat diterima, kurang aman.",Neutral,True,packaging_issue,Lifebuoy,Sanitizer,18000,2020-12-01,1110,2023,12,5,low,3.027048192771084,1440970483.0,0.573,2.0,2.0,Influencer,3.017,0.269
R103813,PC003,2024-08-06,2.3,Negative,Tokopedia,"Packaging bocor saat diterima, kurang aman.",Negative,True,packaging_issue,Lifebuoy,Body Wash,28000,2020-03-20,1600,2024,8,1,medium,2.9518496058217103,340924224.0,0.091,1.0,1.0,Billboard,2.961,0.24
R103814,PC002,2021-12-22,4.3,Positive,Official Store,"Kurang cocok di kulit saya, agak kering.",Positive,True,skin_reaction,Sunsilk,Conditioner,33000,2020-06-10,560,2021,12,2,medium,3.027048192771084,2323185153.0,0.322,2.0,2.0,YouTube,2.927,0.253
R103815,PC007,2024-12-07,4.1,Positive,Shopee,"Harumnya tahan lama, suka banget!",Positive,True,scent_positive,Rexona,Deodorant,40000,2022-06-02,919,2024,12,5,high,3.015873015873016,0.0,,0.0,0.0,,2.928,0.242
R103817,PC005,2022-12-10,1.1,Negative,Official Store,"Packaging bocor saat diterima, kurang aman.",Negative,True,packaging_issue,Dove,Lotion,35000,2021-11-12,393,2022,12,5,medium,3.027048192771084,0.0,,0.0,0.0,,2.971,0.263
R103820,PC008,2023-06-05,4.2,Positive,Tokopedia,"Harga sesuai, kualitas oke.",Positive,True,value_neutral,Rexona,Deodorant,28000,2023-02-14,111,2023,6,0,medium,2.9518496058217103,0.0,,0.0,0.0,,2.928,0.252
R103821,PC003,2021-04-19,2.0,Negative,Tokopedia,"Kurang cocok di kulit saya, agak kering.",Negative,True,skin_reaction,Lifebuoy,Body Wash,28000,2020-03-20,395,2021,4,0,medium,2.9518496058217103,340924224.0,0.091,1.0,1.0,Billboard,2.961,0.24
R103823,PC005,2025-08-06,4.0,Positive,Shopee,"Kurang cocok di kulit saya, agak kering.",Positive,True,skin_reaction,Dove,Lotion,35000,2021-11-12,1363,2025,8,2,medium,3.015873015873016,0.0,,0.0,0.0,,2.971,0.263
R103824,PC015,2021-07-10,3.5,Neutral,Tokopedia,"Packaging bocor saat diterima, kurang aman.",Neutral,True,packaging_issue,Lifebuoy,Sanitizer,18000,2020-12-01,221,2021,7,5,low,2.9518496058217103,1440970483.0,0.573,2.0,2.0,Influencer,3.017,0.269
R103825,PC015,2025-02-17,4.9,Positive,Official Store,"Mudah dibeli saat promo, value for money.",Positive,True,value_positive,Lifebuoy,Sanitizer,18000,2020-12-01,1539,2025,2,0,low,3.027048192771084,1440970483.0,0.573,2.0,2.0,Influencer,3.017,0.269
R103828,PC015,2022-05-21,2.1,Negative,Instagram,"Mudah dibeli saat promo, value for money.",Negative,True,value_positive,Lifebuoy,Sanitizer,18000,2020-12-01,536,2022,5,5,low,2.959691358024691,1440970483.0,0.573,2.0,2.0,Influencer,3.017,0.269
R103830,PC003,2021-01-18,3.4,Neutral,Tokopedia,"Kurang cocok di kulit saya, agak kering.",Neutral,True,skin_reaction,Lifebuoy,Body Wash,28000,2020-03-20,304,2021,1,0,medium,2.9518496058217103,340924224.0,0.091,1.0,1.0,Billboard,2.961,0.24
R103833,PC005,2023-08-10,2.0,Negative,Official Store,"Harga sesuai, kualitas oke.",Negative,True,value_neutral,Dove,Lotion,35000,2021-11-12,636,2023,8,3,medium,3.027048192771084,0.0,,0.0,0.0,,2.971,0.263
R103836,PC001,2022-08-07,1.5,Negative,Instagram,"Harumnya tahan lama, suka banget!",Negative,True,scent_positive,Sunsilk,Shampoo,32000,2020-02-15,904,2022,8,6,medium,2.959691358024691,717751350.0,0.422,1.0,1.0,Instagram,3.018,0.267
R103837,PC003,2021-05-01,1.1,Negative,Official Store,"Harga sesuai, kualitas oke.",Negative,True,value_neutral,Lifebuoy,Body Wash,28000,2020-03-20,407,2021,5,5,medium,3.027048192771084,340924224.0,0.091,1.0,1.0,Billboard,2.961,0.24
R103838,PC015,2021-09-05,1.6,Negative,Instagram,"Packaging bocor saat diterima, kurang aman.",Negative,True,packaging_issue,Lifebuoy,Sanitizer,18000,2020-12-01,278,2021,9,6,low,2.959691358024691,1440970483.0,0.573,2.0,2.0,Influencer,3.017,0.269
R103839,PC005,2024-03-17,2.8,Neutral,Official Store,"Harga sesuai, kualitas oke.",Negative,True,value_neutral,Dove,Lotion,35000,2021-11-12,856,2024,3,6,medium,3.027048192771084,0.0,,0.0,0.0,,2.971,0.263
R103840,PC009,2025-07-21,4.2,Positive,Instagram,"Kurang cocok di kulit saya, agak kering.",Positive,True,skin_reaction,Clear,Shampoo,34000,2020-09-20,1765,2025,7,0,medium,2.959691358024691,0.0,,0.0,0.0,,3.111,0.3
R103842,PC001,2021-09-14,3.0,Neutral,Official Store,"Harga sesuai, kualitas oke.",Neutral,True,value_neutral,Sunsilk,Shampoo,32000,2020-02-15,577,2021,9,1,medium,3.027048192771084,717751350.0,0.422,1.0,1.0,Instagram,3.018,0.267
R103843,PC003,2021-11-12,2.2,Negative,Official Store,"Kurang cocok di kulit saya, agak kering.",Negative,True,skin_reaction,Lifebuoy,Body Wash,28000,2020-03-20,602,2021,11,4,medium,3.027048192771084,340924224.0,0.091,1.0,1.0,Billboard,2.961,0.24
R103846,PC006,2023-06-06,3.1,Neutral,Tokopedia,"Mudah dibeli saat promo, value for money.",Neutral,True,value_positive,Dove,Shampoo,36000,2022-01-25,497,2023,6,1,high,2.9518496058217103,0.0,,0.0,0.0,,3.005,0.265
R103847,PC015,2022-06-03,1.3,Negative,Shopee,"Harga sesuai, kualitas oke.",Negative,True,value_neutral,Lifebuoy,Sanitizer,18000,2020-12-01,549,2022,6,4,low,3.015873015873016,1440970483.0,0.573,2.0,2.0,Influencer,3.017,0.269
R103849,PC003,2022-10-22,3.6,Neutral,Instagram,Memberikan hasil sesuai klaim after 2 weeks.,Neutral,True,effectiveness,Lifebuoy,Body Wash,28000,2020-03-20,946,2022,10,5,medium,2.959691358024691,340924224.0,0.091,1.0,1.0,Billboard,2.961,0.24
R103850,PC005,2024-04-14,1.6,Negative,Shopee,"Mudah dibeli saat promo, value for money.",Negative,True,value_positive,Dove,Lotion,35000,2021-11-12,884,2024,4,6,medium,3.015873015873016,0.0,,0.0,0.0,,2.971,0.263
R103851,PC009,2021-03-26,3.7,Neutral,Tokopedia,Wangi terlalu kuat untuk saya.,Neutral,True,scent_complaint,Clear,Shampoo,34000,2020-09-20,187,2021,3,4,medium,2.9518496058217103,0.0,,0.0,0.0,,3.111,0.3
R103852,PC001,2024-02-12,3.9,Neutral,Official Store,"Kurang cocok di kulit saya, agak kering.",Neutral,True,skin_reaction,Sunsilk,Shampoo,32000,2020-02-15,1458,2024,2,0,medium,3.027048192771084,717751350.0,0.422,1.0,1.0,Instagram,3.018,0.267
R103853,PC001,2020-04-16,2.5,Negative,Tokopedia,Memberikan hasil sesuai klaim after 2 weeks.,Negative,True,effectiveness,Sunsilk,Shampoo,32000,2020-02-15,61,2020,4,3,medium,2.9518496058217103,717751350.0,0.422,1.0,1.0,Instagram,3.018,0.267
R103854,PC002,2020-09-27,2.0,Negative,Instagram,"Kurang cocok di kulit saya, agak kering.",Negative,True,skin_reaction,Sunsilk,Conditioner,33000,2020-06-10,109,2020,9,6,medium,2.959691358024691,2323185153.0,0.322,2.0,2.0,YouTube,2.927,0.253
R103855,PC005,2024-05-03,3.8,Neutral,Tokopedia,Memberikan hasil sesuai klaim after 2 weeks.,Neutral,True,effectiveness,Dove,Lotion,35000,2021-11-12,903,2024,5,4,medium,2.9518496058217103,0.0,,0.0,0.0,,2.971,0.263
R103856,PC003,2025-07-21,1.1,Negative,Official Store,"Kurang cocok di kulit saya, agak kering.",Negative,True,skin_reaction,Lifebuoy,Body Wash,28000,2020-03-20,1949,2025,7,0,medium,3.027048192771084,340924224.0,0.091,1.0,1.0,Billboard,2.961,0.24
R103857,PC003,2024-04-10,3.3,Neutral,Shopee,"Packaging bocor saat diterima, kurang aman.",Neutral,True,packaging_issue,Lifebuoy,Body Wash,28000,2020-03-20,1482,2024,4,2,medium,3.015873015873016,340924224.0,0.091,1.0,1.0,Billboard,2.961,0.24
R103859,PC001,2024-06-08,4.7,Positive,Official Store,"Packaging bocor saat diterima, kurang aman.",Positive,True,packaging_issue,Sunsilk,Shampoo,32000,2020-02-15,1575,2024,6,5,medium,3.027048192771084,717751350.0,0.422,1.0,1.0,Instagram,3.018,0.267
R103862,PC012,2025-01-03,3.4,Neutral,Tokopedia,"Packaging bocor saat diterima, kurang aman.",Neutral,True,packaging_issue,Vaseline,Lotion,30000,2021-08-05,1247,2025,1,4,medium,2.9518496058217103,903018958.0,0.086,1.0,1.0,Instagram,2.963,0.224
R103864,PC003,2022-01-11,3.5,Neutral,Official Store,Memberikan hasil sesuai klaim after 2 weeks.,Neutral,True,effectiveness,Lifebuoy,Body Wash,28000,2020-03-20,662,2022,1,1,medium,3.027048192771084,340924224.0,0.091,1.0,1.0,Billboard,2.961,0.24
R103865,PC009,2025-03-10,1.6,Negative,Instagram,"Kurang cocok di kulit saya, agak kering.",Negative,True,skin_reaction,Clear,Shampoo,34000,2020-09-20,1632,2025,3,0,medium,2.959691358024691,0.0,,0.0,0.0,,3.111,0.3
R103868,PC001,2025-02-14,3.8,Neutral,Instagram,Kemasan baru lebih ramah lingkungan.,Neutral,True,eco_friendly,Sunsilk,Shampoo,32000,2020-02-15,1826,2025,2,4,medium,2.959691358024691,717751350.0,0.422,1.0,1.0,Instagram,3.018,0.267
R103869,PC001,2024-09-27,4.9,Positive,Shopee,"Mudah dibeli saat promo, value for money.",Positive,True,value_positive,Sunsilk,Shampoo,32000,2020-02-15,1686,2024,9,4,medium,3.015873015873016,717751350.0,0.422,1.0,1.0,Instagram,3.018,0.267
R103870,PC009,2024-06-19,2.3,Negative,Shopee,"Kurang cocok di kulit saya, agak kering.",Negative,True,skin_reaction,Clear,Shampoo,34000,2020-09-20,1368,2024,6,2,medium,3.015873015873016,0.0,,0.0,0.0,,3.111,0.3
R103872,PC008,2023-07-09,2.8,Neutral,Tokopedia,Kemasan baru lebih ramah lingkungan.,Negative,True,eco_friendly,Rexona,Deodorant,28000,2023-02-14,145,2023,7,6,medium,2.9518496058217103,0.0,,0.0,0.0,,2.928,0.252
R103873,PC015,2025-08-09,4.0,Positive,Shopee,"Kurang cocok di kulit saya, agak kering.",Positive,True,skin_reaction,Lifebuoy,Sanitizer,18000,2020-12-01,1712,2025,8,5,low,3.015873015873016,1440970483.0,0.573,2.0,2.0,Influencer,3.017,0.269
R103874,PC012,2025-06-01,2.4,Negative,Instagram,Kemasan baru lebih ramah lingkungan.,Negative,True,eco_friendly,Vaseline,Lotion,30000,2021-08-05,1396,2025,6,6,medium,2.959691358024691,903018958.0,0.086,1.0,1.0,Instagram,2.963,0.224
R103875,PC002,2024-10-03,1.8,Negative,Tokopedia,"Packaging bocor saat diterima, kurang aman.",Negative,True,packaging_issue,Sunsilk,Conditioner,33000,2020-06-10,1576,2024,10,3,medium,2.9518496058217103,2323185153.0,0.322,2.0,2.0,YouTube,2.927,0.253
R103876,PC001,2020-03-29,4.0,Positive,Instagram,"Kurang cocok di kulit saya, agak kering.",Positive,True,skin_reaction,Sunsilk,Shampoo,32000,2020-02-15,43,2020,3,6,medium,2.959691358024691,717751350.0,0.422,1.0,1.0,Instagram,3.018,0.267
R103877,PC003,2025-01-27,2.0,Negative,Official Store,"Packaging bocor saat diterima, kurang aman.",Negative,True,packaging_issue,Lifebuoy,Body Wash,28000,2020-03-20,1774,2025,1,0,medium,3.027048192771084,340924224.0,0.091,1.0,1.0,Billboard,2.961,0.24
R103878,PC002,2024-02-29,3.7,Neutral,Instagram,"Packaging bocor saat diterima, kurang aman.",Neutral,True,packaging_issue,Sunsilk,Conditioner,33000,2020-06-10,1359,2024,2,3,medium,2.959691358024691,2323185153.0,0.322,2.0,2.0,YouTube,2.927,0.253
R103881,PC003,2022-07-22,4.7,Positive,Tokopedia,"Harumnya tahan lama, suka banget!",Positive,True,scent_positive,Lifebuoy,Body Wash,28000,2020-03-20,854,2022,7,4,medium,2.9518496058217103,340924224.0,0.091,1.0,1.0,Billboard,2.961,0.24
R103883,PC003,2023-12-05,2.9,Neutral,Tokopedia,"Harumnya tahan lama, suka banget!",Negative,True,scent_positive,Lifebuoy,Body Wash,28000,2020-03-20,1355,2023,12,1,medium,2.9518496058217103,340924224.0,0.091,1.0,1.0,Billboard,2.961,0.24
R103886,PC001,2024-03-06,2.3,Negative,Instagram,"Harumnya tahan lama, suka banget!",Negative,True,scent_positive,Sunsilk,Shampoo,32000,2020-02-15,1481,2024,3,2,medium,2.959691358024691,717751350.0,0.422,1.0,1.0,Instagram,3.018,0.267
R103887,PC007,2025-09-08,1.1,Negative,Official Store,"Kurang cocok di kulit saya, agak kering.",Negative,True,skin_reaction,Rexona,Deodorant,40000,2022-06-02,1194,2025,9,0,high,3.027048192771084,0.0,,0.0,0.0,,2.928,0.242
R103889,PC003,2021-04-21,3.3,Neutral,Shopee,"Kurang cocok di kulit saya, agak kering.",Neutral,True,skin_reaction,Lifebuoy,Body Wash,28000,2020-03-20,397,2021,4,2,medium,3.015873015873016,340924224.0,0.091,1.0,1.0,Billboard,2.961,0.24
R103893,PC005,2022-06-18,3.1,Neutral,Shopee,"Harumnya tahan lama, suka banget!",Neutral,True,scent_positive,Dove,Lotion,35000,2021-11-12,218,2022,6,5,medium,3.015873015873016,0.0,,0.0,0.0,,2.971,0.263
R103894,PC009,2022-08-08,3.2,Neutral,Tokopedia,"Harga sesuai, kualitas oke.",Neutral,True,value_neutral,Clear,Shampoo,34000,2020-09-20,687,2022,8,0,medium,2.9518496058217103,0.0,,0.0,0.0,,3.111,0.3
R103895,PC009,2021-02-21,2.4,Negative,Shopee,"Mudah dibeli saat promo, value for money.",Negative,True,value_positive,Clear,Shampoo,34000,2020-09-20,154,2021,2,6,medium,3.015873015873016,0.0,,0.0,0.0,,3.111,0.3
R103896,PC004,2023-10-28,3.7,Neutral,Instagram,Memberikan hasil sesuai klaim after 2 weeks.,Neutral,True,effectiveness,Lifebuoy,Handwash,25000,2021-05-01,910,2023,10,5,low,2.959691358024691,2191606037.0,0.24366666666666667,3.0,3.0,TV,2.994,0.257
R103897,PC009,2022-04-25,3.7,Neutral,Shopee,"Packaging bocor saat diterima, kurang aman.",Neutral,True,packaging_issue,Clear,Shampoo,34000,2020-09-20,582,2022,4,0,medium,3.015873015873016,0.0,,0.0,0.0,,3.111,0.3
R103899,PC009,2022-06-12,4.9,Positive,Tokopedia,"Kurang cocok di kulit saya, agak kering.",Positive,True,skin_reaction,Clear,Shampoo,34000,2020-09-20,630,2022,6,6,medium,2.9518496058217103,0.0,,0.0,0.0,,3.111,0.3
R103900,PC002,2025-05-14,2.8,Neutral,Instagram,Memberikan hasil sesuai klaim after 2 weeks.,Negative,True,effectiveness,Sunsilk,Conditioner,33000,2020-06-10,1799,2025,5,2,medium,2.959691358024691,2323185153.0,0.322,2.0,2.0,YouTube,2.927,0.253
R103901,PC013,2025-04-20,4.9,Positive,Shopee,"Packaging bocor saat diterima, kurang aman.",Positive,True,packaging_issue,Sunsilk,Shampoo,32000,2024-01-15,461,2025,4,6,medium,3.015873015873016,0.0,,0.0,0.0,,3.03,0.258
R103902,PC001,2021-04-08,3.2,Neutral,Official Store,"Packaging bocor saat diterima, kurang aman.",Neutral,True,packaging_issue,Sunsilk,Shampoo,32000,2020-02-15,418,2021,4,3,medium,3.027048192771084,717751350.0,0.422,1.0,1.0,Instagram,3.018,0.267
R103903,PC002,2023-08-29,1.0,Negative,Shopee,"Packaging bocor saat diterima, kurang aman.",Negative,True,packaging_issue,Sunsilk,Conditioner,33000,2020-06-10,1175,2023,8,1,medium,3.015873015873016,2323185153.0,0.322,2.0,2.0,YouTube,2.927,0.253
R103904,PC004,2023-07-28,1.5,Negative,Instagram,"Kurang cocok di kulit saya, agak kering.",Negative,True,skin_reaction,Lifebuoy,Handwash,25000,2021-05-01,818,2023,7,4,low,2.959691358024691,2191606037.0,0.24366666666666667,3.0,3.0,TV,2.994,0.257
R103905,PC004,2022-08-30,3.5,Neutral,Official Store,"Packaging bocor saat diterima, kurang aman.",Neutral,True,packaging_issue,Lifebuoy,Handwash,25000,2021-05-01,486,2022,8,1,low,3.027048192771084,2191606037.0,0.24366666666666667,3.0,3.0,TV,2.994,0.257
R103906,PC003,2021-04-17,1.7,Negative,Official Store,"Mudah dibeli saat promo, value for money.",Negative,True,value_positive,Lifebuoy,Body Wash,28000,2020-03-20,393,2021,4,5,medium,3.027048192771084,340924224.0,0.091,1.0,1.0,Billboard,2.961,0.24
R103908,PC005,2025-10-05,2.6,Neutral,Tokopedia,"Packaging bocor saat diterima, kurang aman.",Negative,True,packaging_issue,Dove,Lotion,35000,2021-11-12,1423,2025,10,6,medium,2.9518496058217103,0.0,,0.0,0.0,,2.971,0.263
R103909,PC008,2024-03-08,3.9,Neutral,Official Store,Wangi terlalu kuat untuk saya.,Neutral,True,scent_complaint,Rexona,Deodorant,28000,2023-02-14,388,2024,3,4,medium,3.027048192771084,0.0,,0.0,0.0,,2.928,0.252
R103910,PC008,2024-02-24,4.6,Positive,Tokopedia,Wangi terlalu kuat untuk saya.,Positive,True,scent_complaint,Rexona,Deodorant,28000,2023-02-14,375,2024,2,5,medium,2.9518496058217103,0.0,,0.0,0.0,,2.928,0.252
R103911,PC002,2021-09-30,2.2,Negative,Instagram,Kemasan baru lebih ramah lingkungan.,Negative,True,eco_friendly,Sunsilk,Conditioner,33000,2020-06-10,477,2021,9,3,medium,2.959691358024691,2323185153.0,0.322,2.0,2.0,YouTube,2.927,0.253
R103913,PC003,2020-08-31,4.3,Positive,Official Store,Wangi terlalu kuat untuk saya.,Positive,True,scent_complaint,Lifebuoy,Body Wash,28000,2020-03-20,164,2020,8,0,medium,3.027048192771084,340924224.0,0.091,1.0,1.0,Billboard,2.961,0.24
R103916,PC002,2020-11-06,1.5,Negative,Instagram,Wangi terlalu kuat untuk saya.,Negative,True,scent_complaint,Sunsilk,Conditioner,33000,2020-06-10,149,2020,11,4,medium,2.959691358024691,2323185153.0,0.322,2.0,2.0,YouTube,2.927,0.253
R103917,PC015,2022-02-22,3.7,Neutral,Official Store,"Packaging bocor saat diterima, kurang aman.",Neutral,True,packaging_issue,Lifebuoy,Sanitizer,18000,2020-12-01,448,2022,2,1,low,3.027048192771084,1440970483.0,0.573,2.0,2.0,Influencer,3.017,0.269
R103920,PC008,2024-07-27,1.5,Negative,Tokopedia,Memberikan hasil sesuai klaim after 2 weeks.,Negative,True,effectiveness,Rexona,Deodorant,28000,2023-02-14,529,2024,7,5,medium,2.9518496058217103,0.0,,0.0,0.0,,2.928,0.252
